Etablissement;Code_Guichet;Nom_Guichet;Rue;Complement_adresse;Ville;Code_Postal;Horaires;Infos_Complementaires;Raison_Sociale;Url_site;coordonnees_gps;ouverture_lundi;ouverture_mardi;ouverture_mercredi;ouverture_jeudi;ouverture_vendredi;ouverture_samedi;ouverture_dimanche;ouverture_lundi_matin;fermeture_lundi_matin;ouverture_lundi_apresmidi;fermeture_lundi_apresmidi;ouverture_mardi_matin;fermeture_mardi_matin;ouverture_mardi_apresmidi;fermeture_mardi_apresmidi;ouverture_mercredi_matin;fermeture_mercredi_matin;ouverture_mercredi_apresmidi;fermeture_mercredi_apresmidi;ouverture_jeudi_matin;fermeture_jeudi_matin;ouverture_jeudi_apresmidi;fermeture_jeudi_apresmidi;ouverture_vendredi_matin;fermeture_vendredi_matin;ouverture_vendredi_apresmidi;fermeture_vendredi_apresmidi;ouverture_samedi_matin;fermeture_samedi_matin;ouverture_samedi_apresmidi;fermeture_samedi_apresmidi;ouverture_dimanche_matin;fermeture_dimanche_matin;ouverture_dimanche_apresmidi;fermeture_dimanche_apresmidi
13807;10643;QUEVEN;8 place de Toulouse;;QUEVEN;56530;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.78899,-3.415649;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10646;LORIENT KERYADO;176 rue de Belgique;;LORIENT;56100;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.761182,-3.386936;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
10107;00365;LE HAVRE COTY;43, ave René Coty;;LE HAVRE;76600;Lu0000000000000000Ma0845123013301800Me0845123013301800Je0945123013301800Ve0845123013301800Sa0900123013301600Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.496956,0.110811;Lu0000000000000000;Ma0845123013301800;Me0845123013301800;Je0945123013301800;Ve0845123013301800;Sa0900123013301600;Di0000000000000000;0000;0000;0000;0000;0845;1230;1330;1800;0845;1230;1330;1800;0945;1230;1330;1800;0845;1230;1330;1800;0900;1230;1330;1600;0000;0000;0000;0000
10107;00370;ROUEN ST MARC;104, rue de Martainville;;ROUEN;76000;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;49.439065,1.102143;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;10648;PLERIN;11 rue du Commerce;;PLERIN;22190;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.535432,-2.770689;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10649;ST BRIEUC CENTRE;53 rue Saint Guillaume;;SAINT BRIEUC;22000;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;48.513241,-2.759634;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00802;VILLENEUVE SUR LOT;18, bd Palissy;;VILLENEUVE SUR LOT;47301;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00803;SOUILLAC;30-32, bd Louis Jean Malvy;;SOUILLAC;46200;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.895002,1.479278;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00804;FIGEAC;Pl Léon Besombes;;FIGEAC;46102;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00805;CAHORS GAMBETTA;26, bd Gambetta;;CAHORS;46001;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00346;ALES PERI;47, rue d'Avéjean;;ALES;30100;Lu0000000000000000Ma0830123013301730Me0830123013301730Je0830123015001730Ve0830123013301730Sa0830124500000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;44.121939,4.079968;Lu0000000000000000;Ma0830123013301730;Me0830123013301730;Je0830123015001730;Ve0830123013301730;Sa0830124500000000;Di0000000000000000;0000;0000;0000;0000;0830;1230;1330;1730;0830;1230;1330;1730;0830;1230;1500;1730;0830;1230;1330;1730;0830;1245;0000;0000;0000;0000;0000;0000
16607;00349;NIMES KM DELTA;78, rue John Mac Adam;;NIMES;30900;Lu0830123014001730Ma0830123014001730Me0830123014001730Je0830123015301730Ve0830123014001730Sa0000000000000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;;Lu0830123014001730;Ma0830123014001730;Me0830123014001730;Je0830123015301730;Ve0830123014001730;Sa0000000000000000;Di0000000000000000;0830;1230;1400;1730;0830;1230;1400;1730;0830;1230;1400;1730;0830;1230;1530;1730;0830;1230;1400;1730;0000;0000;0000;0000;0000;0000;0000;0000
16607;00351;LA CALMETTE;11, rue Fanfonne Guillierme;;LA CALMETTE;30190;Lu0000000000000000Ma0845124513451745Me0845124513451745Je0845124515151745Ve0845124513451745Sa0835125500000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.922398,4.257631;Lu0000000000000000;Ma0845124513451745;Me0845124513451745;Je0845124515151745;Ve0845124513451745;Sa0835125500000000;Di0000000000000000;0000;0000;0000;0000;0845;1245;1345;1745;0845;1245;1345;1745;0845;1245;1515;1745;0845;1245;1345;1745;0835;1255;0000;0000;0000;0000;0000;0000
10107;00372;COMBS LA VILLE;68, rue Sommeville;;COMBS LA VILLE;77380;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;48.665225,2.562083;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
10107;00373;SOTTEVILLE LES ROUEN;34, pl Voltaire;;SOTTEVILLE LES ROUEN;76300;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;49.424123,1.088665;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
13807;10957;QUIBERON CM;8 bis, rue du Port Maria;;QUIBERON;56170;Lu0000000000000000Ma0900123013451800Me0900123013451800Je0900123015151800Ve0900123013451800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.479543,-3.122209;Lu0000000000000000;Ma0900123013451800;Me0900123013451800;Je0900123015151800;Ve0900123013451800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1345;1800;0900;1230;1345;1800;0900;1230;1515;1800;0900;1230;1345;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00808;GRAMAT;11, ave Gambetta;;GRAMAT;46500;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.780815,1.726616;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00371;CARCASSONNE PATRIMONIALE;10, rue de Verdun;;CARCASSONNE;11002;Lu0000000000000000Ma0000000000000000Me0000000000000000Je0000000000000000Ve0000000000000000Sa0000000000000000Di0000000000000000;Ouverture uniquement sur rendez-vous les jeudis après-midi;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;;Lu0000000000000000;Ma0000000000000000;Me0000000000000000;Je0000000000000000;Ve0000000000000000;Sa0000000000000000;Di0000000000000000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000
10107;00377;DIEPPE;11-13, pl Nationale;;DIEPPE;76200;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0900130014001700Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;49.926435,1.077896;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0900130014001700;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000
10107;00378;TROUVILLE SUR MER;14, rue Victor Hugo;;TROUVILLE SUR MER;14360;Lu0000000000000000Ma0845123013301800Me0845123013301800Je0945123013301800Ve0845123013301800Sa0900123013301600Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.366812,0.080833;Lu0000000000000000;Ma0845123013301800;Me0845123013301800;Je0945123013301800;Ve0845123013301800;Sa0900123013301600;Di0000000000000000;0000;0000;0000;0000;0845;1230;1330;1800;0845;1230;1330;1800;0945;1230;1330;1800;0845;1230;1330;1800;0900;1230;1330;1600;0000;0000;0000;0000
13807;10955;PLOUHINEC CMGO;51, rue du Driasker;;PLOUHINEC;56680;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.69563,-3.246342;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00810;PRAYSSAC;13, bd de la Paix;;PRAYSSAC;46220;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.504454,1.188305;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00811;AGEN PIN;60, cours du 14 Juillet;;AGEN;47000;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Mardi Mercredi et Vendredi de 13h30 à 17h35  le Jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.206013,0.626425;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00813;STE LIVRADE SUR LOT;Pl de Verdun;;STE LIVRADE SUR LOT;47110;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Sur rendez-vous les après-midi :  mardi-mercredi-vendredi de 13h30 à 17h35 et le jeudi de 14h30 à 17h35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.398557,0.587844;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00411;AG CLERMONT L'HERAULT BDP;RUE DE GRENACHE;ZAC VALLEE DE L'HERAULT;CLERMONT L HERAULT;34800;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120013301730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.617907,3.449615;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120013301730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
16607;00412;AG FRONTIGNAN BDP;15, BOULEVARD GAMBETTA;;FRONTIGNAN;34110;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.447411,3.756287;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00381;BERNAY;26, rue Thiers;;BERNAY;27300;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0830133000000000Di0000000000000000;uniquement sur RDV les après-midi;BRED-Banque Populaire;https://www.bred.fr/;49.08998,0.596737;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0830133000000000;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0830;1330;0000;0000;0000;0000;0000;0000
10107;00382;GISORS;8, rue de Vienne;;GISORS;27140;Lu0900130014001800Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001700Sa0000000000000000Di0000000000000000;;BRED-Banque Populaire;https://www.bred.fr/;49.280311,1.777217;Lu0900130014001800;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001700;Sa0000000000000000;Di0000000000000000;0900;1300;1400;1800;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1700;0000;0000;0000;0000;0000;0000;0000;0000
13807;10964;LE CROISIC CM;19, rue du Traict;;LE CROISIC;44490;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.29152,-2.508565;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
17807;00814;TONNEINS;31, rue du Maréchal Joffre;;TONNEINS;47400;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.390428,0.308625;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
17807;00815;ST CERE;4, pl de la République;;ST CERE;46400;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.859224,1.891281;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
16607;00413;AG NARBONNE BDP;16, BOULEVARD GAMBETTA;;NARBONNE;11100;Lu0830120013301730Ma0830120013301730Me0830120013301730Je0830120015001730Ve0830120013301730Sa0000000000000000Di0000000000000000;;Banque Populaire du Sud;https://www.sud.banquepopulaire.fr/;43.182551,3.007621;Lu0830120013301730;Ma0830120013301730;Me0830120013301730;Je0830120015001730;Ve0830120013301730;Sa0000000000000000;Di0000000000000000;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1330;1730;0830;1200;1500;1730;0830;1200;1330;1730;0000;0000;0000;0000;0000;0000;0000;0000
10107;00384;EU;7, pl Guillaume le Conquérant;;EU;76260;Lu0000000000000000Ma0900130014001800Me0900130014001800Je1000130014001800Ve0900130014001800Sa0830133000000000Di0000000000000000;uniquement sur RDV;BRED-Banque Populaire;https://www.bred.fr/;50.04819,1.419918;Lu0000000000000000;Ma0900130014001800;Me0900130014001800;Je1000130014001800;Ve0900130014001800;Sa0830133000000000;Di0000000000000000;0000;0000;0000;0000;0900;1300;1400;1800;0900;1300;1400;1800;1000;1300;1400;1800;0900;1300;1400;1800;0830;1330;0000;0000;0000;0000;0000;0000
13807;10958;SARZEAU CM;16, rue du Général de Gaulle;;SARZEAU;56370;Lu0000000000000000Ma0900123014001800Me0900123014001800Je0900123015001800Ve0900123014001800Sa0900123000000000Di0000000000000000;Votre agence est ouverte uniquement sur rendez-vous l'après-midi.;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.526716,-2.769988;Lu0000000000000000;Ma0900123014001800;Me0900123014001800;Je0900123015001800;Ve0900123014001800;Sa0900123000000000;Di0000000000000000;0000;0000;0000;0000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1500;1800;0900;1230;1400;1800;0900;1230;0000;0000;0000;0000;0000;0000
13807;10639;CENTRE AFFAIRES NANTES SAINT-NAZAIRE;24, rue de la Rabotière;;SAINT HERBLAIN;44800;Lu0900123014001800Ma0900123014001800Me0900123014001800Je0900123014001800Ve0900123014001800Sa0000000000000000Di0000000000000000;;Banque Populaire Grand Ouest;https://www.bpgo.banquepopulaire.fr/;47.215359,-1.624982;Lu0900123014001800;Ma0900123014001800;Me0900123014001800;Je0900123014001800;Ve0900123014001800;Sa0000000000000000;Di0000000000000000;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0900;1230;1400;1800;0000;0000;0000;0000;0000;0000;0000;0000
17807;00822;MARMANDE GARONNE;Parking du Centre Leclerc;Route Nationale (RN 113);MARMANDE;47200;Lu0000000000000000Ma0830121513301735Me0830121513301735Je0830121514301735Ve0830121513301735Sa0830123000000000Di0000000000000000;Ouverture sur RDV :  Les Mardi Mercredi et Vendredi de 13:30 à 17:35  Le Jeudi de 14:30 à 17:35;Banque Populaire Occitane;https://www.occitane.banquepopulaire.fr/;44.504451,0.159831;Lu0000000000000000;Ma0830121513301735;Me0830121513301735;Je0830121514301735;Ve0830121513301735;Sa0830123000000000;Di0000000000000000;0000;0000;0000;0000;0830;1215;1330;1735;0830;1215;1330;1735;0830;1215;1430;1735;0830;1215;1330;1735;0830;1230;0000;0000;0000;0000;0000;0000
